date,stock_id,-,BadDebts,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,CostOfGoodsSold,EPS,EquityAttributableToOwnersOfParent,Expense,GrossProfit,Income,IncomeAfterTax,IncomeAfterTaxes,IncomeBeforeTaxFromContinuingOperations,IncomeFromContinuingOperations,IncomeLossFromDiscontinuedOperation,NetChangeInProvisionsForInsuranceLiabilities,NetInterestIncome,NetNonInterestIncome,NoncontrollingInterests,OTHNOE,OperatingExpenses,OperatingIncome,OtherComprehensiveIncome,OtherComprehensiveIncomeAfterTax,OtherComprehensiveIncomeAfterTaxThePeriod,PreTaxIncome,RealizedGain,Revenue,TAX,TotalConsolidatedProfitForThePeriod,TotalNonbusinessIncome,TotalNonoperatingIncomeAndExpense,UnrealizedGain
2025-03-31,2855,,,6379000.0,,-0.05,-67237000.0,1991190000.0,,1728323000.0,,-62882000.0,,-62882000.0,,,,,4355000.0,,,-262867000.0,,,98673000.0,50497000.0,,,113379000.0,35791000.0,313364000.0,,
2025-06-30,2855,,,5372000.0,,0.38,587786000.0,2046943000.0,,2311393000.0,,593340000.0,,593340000.0,,,,,5554000.0,,,264450000.0,,,-197626000.0,701770000.0,,,108430000.0,395714000.0,437320000.0,,
2023-09-30,2885,,106059000.0,851171000.0,,0.67,8562428000.0,,,,9149188000.0,,,9149188000.0,,3682849000.0,7949369000.0,19740494000.0,586760000.0,,13079799000.0,,,,3118716000.0,10821156000.0,,27689863000.0,1671968000.0,12267904000.0,,,
2023-12-31,2885,,203734000.0,408863000.0,,0.24,3034229000.0,,,,3539510000.0,,,3539510000.0,,2765430000.0,7493287000.0,12774129000.0,505281000.0,,12578083000.0,,,,5556032000.0,4720169000.0,,20267416000.0,1180659000.0,9095542000.0,,,
2024-03-31,2885,,314737000.0,741857000.0,,0.73,9235010000.0,,,,9958484000.0,,,9958484000.0,,4136147000.0,7609146000.0,23406657000.0,723474000.0,,14572883000.0,,,,3093408000.0,11992036000.0,,31015803000.0,2033552000.0,13051892000.0,,,
2024-06-30,2885,,439763000.0,323239000.0,,0.63,8425973000.0,,,,8875125000.0,,,8875125000.0,,2299917000.0,8189353000.0,19794301000.0,449152000.0,,14397670000.0,,,,2448121000.0,10846304000.0,,27983654000.0,1971179000.0,11323246000.0,,,
2024-09-30,2885,,874282000.0,1151418000.0,,0.73,9434032000.0,,,,10159375000.0,,,10159375000.0,,2366753000.0,8404847000.0,22592257000.0,725343000.0,,15815346000.0,,,,6509296000.0,11940723000.0,,30997104000.0,1781348000.0,16668671000.0,,,
2024-12-31,2885,,545488000.0,-500975000.0,,0.68,8734899000.0,,,,9319420000.0,,,9319420000.0,,3802329000.0,8919421000.0,21783700000.0,584521000.0,,15382246000.0,,,,-7467970000.0,10973058000.0,,30703121000.0,1653638000.0,1851450000.0,,,
2025-03-31,2885,,502816000.0,655131000.0,,0.59,7638340000.0,,,,8200764000.0,,,8200764000.0,,6095645000.0,9205994000.0,22019586000.0,562424000.0,,14560804000.0,,,,984018000.0,10066315000.0,,31225580000.0,1865551000.0,9184782000.0,,,
2025-06-30,2885,,130952000.0,475080000.0,,0.63,8589919000.0,,,,9306590000.0,,,9306590000.0,,-2763184000.0,9398543000.0,14355836000.0,716671000.0,,15449419000.0,,,,-3265328000.0,10937192000.0,,23754379000.0,1630602000.0,6041262000.0,,,
2023-09-30,3006,,,14520000.0,2949551000.0,-0.57,-159650000.0,,71988000.0,,,-145130000.0,,-145130000.0,,,,,14520000.0,,450977000.0,-378989000.0,1146000.0,,,-144965000.0,,3021539000.0,165000.0,-143984000.0,,234024000.0,
2023-12-31,3006,,,-815000.0,3075416000.0,-2.11,-593205000.0,,89058000.0,,,-594020000.0,,-594020000.0,,,,,-815000.0,,502321000.0,-413263000.0,-467000.0,,,-611773000.0,,3164474000.0,-17753000.0,-594487000.0,,-198510000.0,
2024-03-31,3006,,,-756000.0,3146551000.0,-0.21,-57959000.0,,191411000.0,,,-58715000.0,,-58715000.0,,,,,-756000.0,,462666000.0,-271255000.0,7582000.0,,,-57275000.0,,3337962000.0,1440000.0,-51133000.0,,213980000.0,
2024-06-30,3006,,,104000.0,3019202000.0,0.88,246166000.0,,560646000.0,,,246270000.0,,246270000.0,,,,,104000.0,,560022000.0,624000.0,136000.0,,,247839000.0,,3579848000.0,1569000.0,246406000.0,,247215000.0,
2024-09-30,3006,,,84000.0,2858764000.0,0.74,208024000.0,,553745000.0,,,208108000.0,,208108000.0,,,,,84000.0,,512836000.0,40909000.0,-1642000.0,,,228054000.0,,3412509000.0,19946000.0,206466000.0,,187145000.0,
2024-12-31,3006,,,92000.0,2828032000.0,0.39,108884000.0,,326817000.0,,,108976000.0,,108976000.0,,,,,92000.0,,491986000.0,-165169000.0,3726000.0,,,112229000.0,,3154849000.0,3253000.0,112702000.0,,277398000.0,
2025-03-31,3006,,,14000.0,2559836000.0,-0.27,-76190000.0,,343099000.0,,,-76176000.0,,-76176000.0,,,,,14000.0,,498985000.0,-155886000.0,-5798000.0,,,-77474000.0,,2902935000.0,-1298000.0,-81974000.0,,78412000.0,
2025-06-30,3006,,,16000.0,3161731000.0,-2.59,-726945000.0,,126698000.0,,,-726929000.0,,-726929000.0,,,,,16000.0,,517407000.0,-390709000.0,-26603000.0,,,-754208000.0,,3288429000.0,-27279000.0,-753532000.0,,-363499000.0,
2023-09-30,3026,,,-31348000.0,2864501000.0,1.09,181920000.0,,591550000.0,,,149364000.0,,149364000.0,,,,,-32556000.0,,396337000.0,195213000.0,44334000.0,,,199688000.0,,3456051000.0,50324000.0,193698000.0,,4475000.0,
2023-12-31,3026,,,-67421000.0,2539666000.0,0.45,73353000.0,,385090000.0,,,3501000.0,,3501000.0,,,,,-69852000.0,,411616000.0,-26526000.0,-37674000.0,,,-34529000.0,,2924756000.0,-38030000.0,-34173000.0,,-8003000.0,
2024-03-31,3026,,,-12443000.0,2438441000.0,1.31,217745000.0,,501046000.0,,,207143000.0,,207143000.0,,,,,-10602000.0,,340034000.0,161012000.0,26649000.0,,,266797000.0,,2939487000.0,59654000.0,233792000.0,,105785000.0,
2024-06-30,3026,,,-34679000.0,2717158000.0,1.38,229024000.0,,522165000.0,,,192937000.0,,192937000.0,,,,,-36087000.0,,370338000.0,151827000.0,12085000.0,,,247786000.0,,3239323000.0,54849000.0,205022000.0,,95959000.0,
2024-09-30,3026,,,35260000.0,2829380000.0,1.8,298488000.0,,581850000.0,,,330994000.0,,330994000.0,,,,,32506000.0,,387235000.0,194615000.0,6341000.0,,,406210000.0,,3411230000.0,75216000.0,337335000.0,,211595000.0,
2024-12-31,3026,,,-35067000.0,2711830000.0,1.38,228017000.0,,483950000.0,,,195281000.0,,195281000.0,,,,,-32736000.0,,370663000.0,113287000.0,9091000.0,,,182255000.0,,3195780000.0,-13026000.0,204372000.0,,68968000.0,
2025-03-31,3026,,,-20393000.0,2739270000.0,1.68,278494000.0,,662722000.0,,,255853000.0,,255853000.0,,,,,-22641000.0,,342207000.0,320515000.0,28610000.0,,,292130000.0,,3401992000.0,36277000.0,284463000.0,,-28385000.0,
2025-06-30,3026,,,5347000.0,2623915000.0,1.39,229970000.0,,648178000.0,,,237365000.0,,237365000.0,,,,,7395000.0,,351580000.0,296598000.0,-153151000.0,,,295175000.0,,3272093000.0,57810000.0,84214000.0,,-1423000.0,
2023-09-30,3036,,,24479000.0,162198530000.0,1.45,1280086000.0,,5061271000.0,,,1272719000.0,,1272719000.0,,,,,-7367000.0,,2802259000.0,2259012000.0,3371206000.0,,,1622502000.0,,167259801000.0,349783000.0,4643925000.0,,-636510000.0,
2023-12-31,3036,,,-117921000.0,184699797000.0,1.18,1043648000.0,,4996210000.0,,,966647000.0,,966647000.0,,,,,-77001000.0,,3079650000.0,1916560000.0,3046851000.0,,,1260038000.0,,189696007000.0,293391000.0,4013498000.0,,-656522000.0,
2024-03-31,3036,,,58969000.0,187781750000.0,1.57,1590013000.0,,4869623000.0,,,1616334000.0,,1616334000.0,,,,,26321000.0,,2259098000.0,2610525000.0,5028409000.0,,,1982470000.0,,192651373000.0,366136000.0,6644743000.0,,-628055000.0,
2024-06-30,3036,,,39492000.0,232654111000.0,1.71,2150007000.0,,10992997000.0,,,2178334000.0,,2178334000.0,,,,,28327000.0,,6729064000.0,4263933000.0,742930000.0,,,2992019000.0,,243647108000.0,813685000.0,2921264000.0,,-1271914000.0,
2024-09-30,3036,,,-51915000.0,250300456000.0,2.57,2835990000.0,,10955356000.0,,,2805546000.0,,2805546000.0,,,,,-30444000.0,,6781525000.0,4173831000.0,-7602926000.0,,,3557175000.0,,261255812000.0,751629000.0,-4797380000.0,,-616656000.0,
2024-12-31,3036,,,99165000.0,251093510000.0,2.28,2536146000.0,,10784094000.0,,,2605871000.0,,2605871000.0,,,,,69725000.0,,6568063000.0,4216031000.0,7901545000.0,,,3303120000.0,,261877604000.0,697249000.0,10507416000.0,,-912911000.0,
2025-03-31,3036,,,17954000.0,236103170000.0,2.42,2706964000.0,,11321287000.0,,,2711816000.0,,2711816000.0,,,,,4852000.0,,6750781000.0,4570506000.0,1117518000.0,,,3501447000.0,,247424457000.0,789631000.0,3829334000.0,,-1069059000.0,
2025-06-30,3036,,,-108083000.0,248286114000.0,2.28,2830135000.0,,11217236000.0,,,2839141000.0,,2839141000.0,,,,,9006000.0,,6556874000.0,4660362000.0,-24172871000.0,,,3950808000.0,,259503350000.0,1111667000.0,-21333730000.0,,-709554000.0,
2023-09-30,3037,,,105307000.0,21315715000.0,1.7,2589228000.0,,5229941000.0,,,2644079000.0,,2644079000.0,,,,,54851000.0,7597000.0,2969764000.0,2267774000.0,1636725000.0,,,3371473000.0,,26545656000.0,727394000.0,4280804000.0,,1103699000.0,
2023-12-31,3037,,,104967000.0,21181148000.0,1.91,2906923000.0,,4508234000.0,,,2918796000.0,,2918796000.0,,,,,11873000.0,80116000.0,3197917000.0,1390433000.0,-1331038000.0,,,3573429000.0,,25689382000.0,654633000.0,1587758000.0,,2182996000.0,
2024-03-31,3037,,,422809000.0,22110693000.0,1.6,2433573000.0,,4292126000.0,,,2661737000.0,,2661737000.0,,,,,228164000.0,12639000.0,2726479000.0,1578286000.0,1674934000.0,,,3356932000.0,,26402819000.0,695195000.0,4336671000.0,,1778646000.0,
2024-06-30,3037,,,177254000.0,24194183000.0,1.05,1595286000.0,,3683214000.0,,,1731434000.0,,1731434000.0,,,,,136148000.0,14522000.0,2800736000.0,897000000.0,461025000.0,,,2130391000.0,,27877397000.0,398957000.0,2192459000.0,,1233391000.0,
2024-09-30,3037,,,88944000.0,26770458000.0,0.65,997140000.0,,4941696000.0,,,1090376000.0,,1090376000.0,,,,,93236000.0,15867000.0,2995541000.0,1962022000.0,-123406000.0,,,1514406000.0,,31712154000.0,424030000.0,966970000.0,,-447616000.0,
2024-12-31,3037,,,-84305000.0,25982787000.0,0.04,56064000.0,,3398125000.0,,,72467000.0,,72467000.0,,,,,16403000.0,23138000.0,2741894000.0,679369000.0,90740000.0,,,318981000.0,,29380912000.0,246514000.0,163207000.0,,-360388000.0,
2025-03-31,3037,,,123462000.0,26063438000.0,0.6,914544000.0,,4026094000.0,,,923561000.0,,923561000.0,,,,,9017000.0,53810000.0,2813089000.0,1266815000.0,793667000.0,,,1373359000.0,,30089532000.0,449798000.0,1717228000.0,,106544000.0,
2025-06-30,3037,,,-389815000.0,28220529000.0,0.02,29607000.0,,4245516000.0,,,260125000.0,,260125000.0,,,,,230518000.0,6860000.0,2743019000.0,1509357000.0,-5428900000.0,,,356754000.0,,32466045000.0,96629000.0,-5168775000.0,,-1152603000.0,
2023-09-30,3138,,,0.0,265607000.0,1.55,72438000.0,,198539000.0,,,72438000.0,,72438000.0,,,,,0.0,,135168000.0,63371000.0,20390000.0,,,92497000.0,,464146000.0,20059000.0,92828000.0,,29126000.0,
2023-12-31,3138,,,-648000.0,282858000.0,0.86,40114000.0,,229122000.0,,,39466000.0,,39466000.0,,,,,-648000.0,,176740000.0,52382000.0,-35461000.0,,,52157000.0,,511980000.0,12691000.0,4005000.0,,-225000.0,
2024-03-31,3138,,,-540000.0,227404000.0,0.33,16006000.0,,139925000.0,,,15466000.0,,15466000.0,,,,,-540000.0,,131236000.0,8689000.0,39620000.0,,,23343000.0,,367329000.0,7877000.0,55086000.0,,14654000.0,
2024-06-30,3138,,,-769000.0,241768000.0,0.86,43256000.0,,177474000.0,,,42487000.0,,42487000.0,,,,,-769000.0,,144948000.0,32526000.0,2961000.0,,,52076000.0,,419242000.0,9589000.0,45448000.0,,19550000.0,
2024-09-30,3138,,,-592000.0,275202000.0,1.04,51991000.0,,195642000.0,,,51399000.0,,51399000.0,,,,,-592000.0,,152092000.0,43550000.0,6415000.0,,,60870000.0,,470844000.0,9471000.0,57814000.0,,17320000.0,
2024-12-31,3138,,,103000.0,265802000.0,0.82,40969000.0,,184373000.0,,,41072000.0,,41072000.0,,,,,103000.0,,182323000.0,2050000.0,12681000.0,,,36949000.0,,450175000.0,-4123000.0,53753000.0,,34899000.0,
2025-03-31,3138,,,-871000.0,202252000.0,-0.21,-10516000.0,,120734000.0,,,-11387000.0,,-11387000.0,,,,,-871000.0,,135748000.0,-15014000.0,60378000.0,,,-10295000.0,,322986000.0,1092000.0,48991000.0,,4719000.0,
2025-06-30,3138,,,-397000.0,246388000.0,-0.62,-30998000.0,,172663000.0,,,-31395000.0,,-31395000.0,,,,,-397000.0,,157643000.0,15020000.0,-95626000.0,,,-27916000.0,,419051000.0,3479000.0,-127021000.0,,-42936000.0,
2023-09-30,3149,,,,472453000.0,-0.27,-25065000.0,,13423000.0,,,-25065000.0,,-25065000.0,,,,,,,65854000.0,-52431000.0,4108000.0,,,-25065000.0,,485876000.0,0.0,-20957000.0,,27366000.0,
2023-12-31,3149,,,,471713000.0,-0.39,-56463000.0,,22743000.0,,,-56463000.0,,-56463000.0,,,,,,,70294000.0,-47551000.0,-4069000.0,,,-56463000.0,,494456000.0,0.0,-60532000.0,,-8912000.0,
2024-03-31,3149,,,,392905000.0,-0.05,-7480000.0,,19986000.0,,,-7480000.0,,-7480000.0,,,,,,,58339000.0,-38353000.0,3623000.0,,,-7480000.0,,412891000.0,0.0,-3857000.0,,30873000.0,
2024-06-30,3149,,,,524316000.0,-0.29,-43885000.0,,40371000.0,,,-43885000.0,,-43885000.0,,,,,,,104147000.0,-63776000.0,1280000.0,,,-43885000.0,,564687000.0,0.0,-42605000.0,,19891000.0,
2024-09-30,3149,,,,615997000.0,-0.28,-50325000.0,,23319000.0,,,-50325000.0,,-50325000.0,,,,,,,75539000.0,-52220000.0,-827000.0,,,-50322000.0,,639316000.0,3000.0,-51152000.0,,1898000.0,
2024-12-31,3149,,,,605501000.0,-0.83,-139069000.0,,-59214000.0,,,-139069000.0,,-139069000.0,,,,,,,75550000.0,-134764000.0,1406000.0,,,-137018000.0,,546287000.0,2051000.0,-137663000.0,,-2254000.0,
2025-03-31,3149,,,,548342000.0,-0.78,-146006000.0,,-77665000.0,,,-146006000.0,,-146006000.0,,,,,,,74793000.0,-152458000.0,2624000.0,,,-146006000.0,,470677000.0,0.0,-143382000.0,,6452000.0,
2025-06-30,3149,,,,614802000.0,-0.8,-164792000.0,,-48844000.0,,,-164792000.0,,-164792000.0,,,,,,,89438000.0,-138282000.0,-20007000.0,,,-164792000.0,,565958000.0,0.0,-184799000.0,,-26510000.0,
2023-09-30,3231,,,2198856000.0,199997968000.0,1.67,4702410000.0,,17042300000.0,,,6193311000.0,,6193311000.0,,,,,1490901000.0,,10245931000.0,6796369000.0,3884367000.0,,,8394459000.0,,217040268000.0,2201148000.0,10077678000.0,,1598090000.0,
2023-12-31,3231,,,1035487000.0,209127994000.0,1.18,3337124000.0,,21411578000.0,,,5315541000.0,,5315541000.0,,,,,1978417000.0,,10876577000.0,10535001000.0,-5695660000.0,,,7122482000.0,,230539572000.0,1806941000.0,-380119000.0,,-3412519000.0,
2024-03-31,3231,,,3594158000.0,222095184000.0,1.24,3523540000.0,,17229962000.0,,,6207846000.0,,6207846000.0,,,,,2684306000.0,,10170542000.0,7059420000.0,5107268000.0,,,8007289000.0,,239325146000.0,1799443000.0,11315114000.0,,947869000.0,
2024-06-30,3231,,,2825769000.0,220123505000.0,1.55,4412186000.0,,20083104000.0,,,7073300000.0,,7073300000.0,,,,,2661114000.0,,11430666000.0,8652438000.0,1250935000.0,,,9125212000.0,,240206609000.0,2051912000.0,8324235000.0,,472774000.0,
2024-09-30,3231,,,3228439000.0,249797576000.0,1.47,4198602000.0,,22744689000.0,,,7895498000.0,,7895498000.0,,,,,3696896000.0,,11335621000.0,11409068000.0,-3308313000.0,,,10188887000.0,,272542265000.0,2293389000.0,4587185000.0,,-1220181000.0,
2024-12-31,3231,,,4863808000.0,273148673000.0,1.85,5311263000.0,,24033088000.0,,,9459587000.0,,9459587000.0,,,,,4148324000.0,,12175488000.0,11857600000.0,4797517000.0,,,12654088000.0,,297181761000.0,3194501000.0,14257104000.0,,796488000.0,
2025-03-31,3231,,,6373719000.0,319429510000.0,1.85,5331457000.0,,27055559000.0,,,11169128000.0,,11169128000.0,,,,,5837671000.0,,11905616000.0,15149943000.0,1442434000.0,,,14806826000.0,,346485069000.0,3637698000.0,12611562000.0,,-343117000.0,
2025-06-30,3231,,,3450450000.0,526837963000.0,2.21,6503888000.0,,24453488000.0,,,13737544000.0,,13737544000.0,,,,,7233656000.0,,13666144000.0,10787344000.0,-16177551000.0,,,18143315000.0,,551291451000.0,4405771000.0,-2440007000.0,,7355971000.0,
2023-09-30,3380,,,40855000.0,4674810000.0,0.16,83394000.0,,1186591000.0,,,74619000.0,,74619000.0,,,,,-8775000.0,,1081742000.0,104849000.0,267253000.0,,,123013000.0,,5861401000.0,48394000.0,341872000.0,,18164000.0,
2023-12-31,3380,,,-5146000.0,5533770000.0,0.09,51710000.0,,1262355000.0,,,100679000.0,,100679000.0,,,,,48969000.0,,1131272000.0,131083000.0,-246249000.0,,,119667000.0,,6796125000.0,18988000.0,-145570000.0,,-11416000.0,
2024-03-31,3380,,,57379000.0,4172315000.0,0.12,66508000.0,,1007885000.0,,,79759000.0,,79759000.0,,,,,13251000.0,,910832000.0,97053000.0,228714000.0,,,103000000.0,,5180200000.0,23241000.0,308473000.0,,5947000.0,
2024-06-30,3380,,,38097000.0,4759784000.0,0.49,262948000.0,,924676000.0,,,291695000.0,,291695000.0,,,,,28747000.0,,1019550000.0,-94874000.0,54188000.0,,,367457000.0,,5684460000.0,75762000.0,345883000.0,,462331000.0,
2024-09-30,3380,,,-2801000.0,3984982000.0,-0.05,-28037000.0,,965995000.0,,,-8351000.0,,-8351000.0,,,,,19686000.0,,919538000.0,46457000.0,-58254000.0,,,-14527000.0,,4950977000.0,-6176000.0,-66605000.0,,-60984000.0,
2024-12-31,3380,,,92461000.0,4597145000.0,-0.16,-82792000.0,,1030843000.0,,,-21104000.0,,-21104000.0,,,,,61688000.0,,971892000.0,58951000.0,49339000.0,,,59026000.0,,5627988000.0,80130000.0,28235000.0,,75000.0,
2025-03-31,3380,,,13187000.0,3693754000.0,-0.2,-106038000.0,,830404000.0,,,-107793000.0,,-107793000.0,,,,,-1755000.0,,939121000.0,-108717000.0,95426000.0,,,-131509000.0,,4524158000.0,-23716000.0,-12367000.0,,-22792000.0,
2025-06-30,3380,,,-154853000.0,4825669000.0,-0.19,-104709000.0,,868339000.0,,,-139084000.0,,-139084000.0,,,,,-34375000.0,,997220000.0,-128881000.0,-692395000.0,,,-174749000.0,,5694008000.0,-35665000.0,-831479000.0,,-45868000.0,
2023-09-30,3419,,,-1184000.0,317621000.0,-0.27,-32246000.0,,47888000.0,,,-33430000.0,,-33430000.0,,,,,-1184000.0,-737000.0,103985000.0,-56834000.0,16082000.0,,,-35178000.0,,365509000.0,-1748000.0,-17348000.0,,21656000.0,
2023-12-31,3419,,,-1042000.0,262322000.0,-0.69,-82685000.0,,54284000.0,,,-83727000.0,,-83727000.0,,,,,-1042000.0,61000.0,107677000.0,-53332000.0,-21583000.0,,,-81117000.0,,316606000.0,2610000.0,-105310000.0,,-27785000.0,
2024-03-31,3419,,,-683000.0,276278000.0,-0.28,-34170000.0,,52128000.0,,,-34853000.0,,-34853000.0,,,,,-683000.0,-71000.0,103325000.0,-51268000.0,11038000.0,,,-34853000.0,,328406000.0,,-23815000.0,,16415000.0,
2024-06-30,3419,,,0.0,322145000.0,-0.16,-18812000.0,,78553000.0,,,-18812000.0,,-18812000.0,,,,,0.0,254000.0,114564000.0,-35757000.0,3784000.0,,,-21416000.0,,400698000.0,-2604000.0,-15028000.0,,14341000.0,
2024-09-30,3419,,,0.0,287902000.0,-0.51,-61008000.0,,66191000.0,,,-61008000.0,,-61008000.0,,,,,0.0,17000.0,114552000.0,-48344000.0,9294000.0,,,-61008000.0,,354093000.0,0.0,-51714000.0,,-12664000.0,
2024-12-31,3419,,,0.0,338061000.0,-0.26,-31838000.0,,57988000.0,,,-31838000.0,,-31838000.0,,,,,0.0,-4000.0,119731000.0,-61747000.0,-2649000.0,,,-31838000.0,,396049000.0,0.0,-34487000.0,,29909000.0,
2025-03-31,3419,,,0.0,362231000.0,-0.42,-50232000.0,,51046000.0,,,-50232000.0,,-50232000.0,,,,,0.0,8000.0,107727000.0,-56673000.0,11431000.0,,,-50232000.0,,413277000.0,,-38801000.0,,6441000.0,
2025-06-30,3419,,,0.0,430600000.0,-0.67,-81171000.0,,40656000.0,,,-81171000.0,,-81171000.0,,,,,0.0,-1000.0,111876000.0,-71221000.0,-65458000.0,,,-81119000.0,,471256000.0,52000.0,-146629000.0,,-9898000.0,
2023-09-30,3450,,,99452000.0,1224799000.0,-0.14,-21099000.0,,181788000.0,,,22131000.0,,22131000.0,,,,,43230000.0,-1927000.0,159765000.0,20096000.0,103030000.0,,,56979000.0,,1406587000.0,34848000.0,125161000.0,,36883000.0,
2023-12-31,3450,,,-6984000.0,1217507000.0,-0.01,-1732000.0,,220807000.0,,,40904000.0,,40904000.0,,,,,42636000.0,-1183000.0,147872000.0,71752000.0,-91495000.0,,,47238000.0,,1438314000.0,6334000.0,-50591000.0,,-24514000.0,
2024-03-31,3450,,,119231000.0,1028396000.0,0.31,44437000.0,,257092000.0,,,115259000.0,,115259000.0,,,,,70822000.0,-1428000.0,171495000.0,84169000.0,88711000.0,,,157948000.0,,1285488000.0,42689000.0,203970000.0,,73779000.0,
2024-06-30,3450,,,126553000.0,1310178000.0,0.47,69023000.0,,394675000.0,,,171174000.0,,171174000.0,,,,,102151000.0,-942000.0,174576000.0,219157000.0,44717000.0,,,214476000.0,,1704853000.0,43302000.0,215891000.0,,-4681000.0,
2024-09-30,3450,,,108313000.0,1521831000.0,1.04,151012000.0,,578939000.0,,,271444000.0,,271444000.0,,,,,120432000.0,-3082000.0,217560000.0,358297000.0,-22209000.0,,,332503000.0,,2100770000.0,61059000.0,249235000.0,,-25794000.0,
2024-12-31,3450,,,237771000.0,1646140000.0,2.0,291954000.0,,830410000.0,,,514808000.0,,514808000.0,,,,,222854000.0,-3082000.0,318586000.0,508742000.0,30742000.0,,,590045000.0,,2476550000.0,75237000.0,545550000.0,,81303000.0,
2025-03-31,3450,,,264326000.0,1760721000.0,2.34,340603000.0,,997281000.0,,,575803000.0,,575803000.0,,,,,235200000.0,0.0,333271000.0,664010000.0,53374000.0,,,701438000.0,,2758002000.0,125635000.0,629177000.0,,37428000.0,
2025-06-30,3450,,,-132867000.0,1279330000.0,0.53,77183000.0,,569571000.0,,,132175000.0,,132175000.0,,,,,54992000.0,0.0,157546000.0,412025000.0,-344257000.0,,,207406000.0,,1848901000.0,75231000.0,-212082000.0,,-204619000.0,
2023-09-30,3686,,,,11992000.0,-0.04,-2974000.0,,-244000.0,,,-2974000.0,,-2974000.0,,,,,,,8631000.0,-8875000.0,,,,-2974000.0,,11748000.0,0.0,-2974000.0,,5901000.0,
2023-12-31,3686,,,,18845000.0,-0.09,-7363000.0,,-201000.0,,,-7363000.0,,-7363000.0,,,,,,,6580000.0,-6781000.0,,,,-7363000.0,,18644000.0,0.0,-7363000.0,,-582000.0,
2024-03-31,3686,,,,21928000.0,0.01,402000.0,,-163000.0,,,402000.0,,402000.0,,,,,,,5654000.0,-5817000.0,,,,402000.0,,21765000.0,0.0,402000.0,,6219000.0,
2024-06-30,3686,,,,23608000.0,-0.04,-2631000.0,,-257000.0,,,-2631000.0,,-2631000.0,,,,,,,6584000.0,-6841000.0,,,,-2631000.0,,23351000.0,0.0,-2631000.0,,4210000.0,
2024-09-30,3686,,,,16101000.0,0.06,4852000.0,,-222000.0,,,4852000.0,,4852000.0,,,,,,,6399000.0,-6621000.0,,,,4780000.0,,15879000.0,-72000.0,4852000.0,,11401000.0,
2024-12-31,3686,,,,21732000.0,-0.09,-6983000.0,,-187000.0,,,-6983000.0,,-6983000.0,,,,,,,6370000.0,-6557000.0,,,,-6950000.0,,21545000.0,33000.0,-6983000.0,,-393000.0,
2025-03-31,3686,,,,19029000.0,0.05,3787000.0,,-196000.0,,,3787000.0,,3787000.0,,,,,,,4931000.0,-5127000.0,,,,3787000.0,,18833000.0,0.0,3787000.0,,8914000.0,
2025-06-30,3686,,,,21032000.0,-0.22,-16427000.0,,-173000.0,,,-16427000.0,,-16427000.0,,,,,,,6343000.0,-6516000.0,,,,-16427000.0,,20859000.0,0.0,-16427000.0,,-9911000.0,
2023-09-30,3711,,,1112882000.0,129251183000.0,2.04,8775842000.0,,24915662000.0,,,9361508000.0,,9361508000.0,,,,,585666000.0,,13510320000.0,11405342000.0,8300892000.0,,,12251994000.0,,154166845000.0,2890486000.0,17662400000.0,,846652000.0,
