buy,date,name,sell
3807520860,2025-06-25,Dealer_self,3216481010
0,2025-06-25,Foreign_Dealer_Self,0
12565689731,2025-06-25,Dealer_Hedging,11335920546
27756105174,2025-06-25,Investment_Trust,22407267061
158900898575,2025-06-25,Foreign_Investor,123304342101
203030214340,2025-06-25,total,160264010718
3608493984,2025-06-26,Dealer_self,6983391520
0,2025-06-26,Foreign_Dealer_Self,0
10312904613,2025-06-26,Dealer_Hedging,17927196276
26620315041,2025-06-26,Investment_Trust,30503102817
169204266963,2025-06-26,Foreign_Investor,135352472162
209745980601,2025-06-26,total,190766162775
186821633793,2025-06-27,total,166093531212
153062895740,2025-06-27,Foreign_Investor,119689605338
21042713195,2025-06-27,Investment_Trust,18408109272
0,2025-06-27,Foreign_Dealer_Self,0
2897862385,2025-06-27,Dealer_self,10335182020
9818162473,2025-06-27,Dealer_Hedging,17660634582
4071187223,2025-06-30,Dealer_self,5960286428
0,2025-06-30,Foreign_Dealer_Self,0
10867005031,2025-06-30,Dealer_Hedging,9649658089
24967999050,2025-06-30,Investment_Trust,25830412161
137398249245,2025-06-30,Foreign_Investor,139817015444
177304440549,2025-06-30,total,181257372122
178301376951,2025-07-01,Foreign_Investor,130050094306
226878836270,2025-07-01,total,174325803681
25191809520,2025-07-01,Investment_Trust,29884082704
0,2025-07-01,Foreign_Dealer_Self,0
6106549493,2025-07-01,Dealer_self,3566532726
17279100306,2025-07-01,Dealer_Hedging,10825093945
3016894220,2025-07-02,Dealer_self,3175414923
0,2025-07-02,Foreign_Dealer_Self,0
7747520781,2025-07-02,Dealer_Hedging,6445804784
17930756118,2025-07-02,Investment_Trust,19247078014
116979300039,2025-07-02,Foreign_Investor,110879200144
145674471158,2025-07-02,total,139747497865
18353837191,2025-07-03,Investment_Trust,23562200438
181909593599,2025-07-03,total,152149323458
146567724776,2025-07-03,Foreign_Investor,116944245637
0,2025-07-03,Foreign_Dealer_Self,0
4677893020,2025-07-03,Dealer_self,4444969514
12310138612,2025-07-03,Dealer_Hedging,7197907869
109465313930,2025-07-04,Foreign_Investor,108910537067
3264067035,2025-07-04,Dealer_self,3579338163
0,2025-07-04,Foreign_Dealer_Self,0
9308492441,2025-07-04,Dealer_Hedging,8791711417
17466430317,2025-07-04,Investment_Trust,22084800900
139504303723,2025-07-04,total,143366387547
93454837612,2025-07-07,Foreign_Investor,99033853476
125498112940,2025-07-07,total,131239634723
17185018422,2025-07-07,Investment_Trust,19571760235
0,2025-07-07,Foreign_Dealer_Self,0
11836550096,2025-07-07,Dealer_Hedging,10196825259
3021706810,2025-07-07,Dealer_self,2437195753
3787415773,2025-07-08,Dealer_self,2676430305
0,2025-07-08,Foreign_Dealer_Self,0
11837935176,2025-07-08,Dealer_Hedging,8469709056
9767482261,2025-07-08,Investment_Trust,9901184637
106598768206,2025-07-08,Foreign_Investor,105959975764
131991601416,2025-07-08,total,127007299762
150010858547,2025-07-09,total,139256424269
119703311184,2025-07-09,Foreign_Investor,111453987525
15293785081,2025-07-09,Investment_Trust,15591016867
0,2025-07-09,Foreign_Dealer_Self,0
3750933812,2025-07-09,Dealer_self,3569575854
11262828470,2025-07-09,Dealer_Hedging,8641844023
3200102691,2025-07-10,Dealer_self,4936711114
0,2025-07-10,Foreign_Dealer_Self,0
11743691211,2025-07-10,Dealer_Hedging,9887338662
10821237050,2025-07-10,Investment_Trust,10748462845
119554009453,2025-07-10,Foreign_Investor,109441824991
145319040405,2025-07-10,total,135014337612
140825809935,2025-07-11,Foreign_Investor,123770476610
166397208230,2025-07-11,total,148744027649
11501825539,2025-07-11,Investment_Trust,13704139431
0,2025-07-11,Foreign_Dealer_Self,0
3489558357,2025-07-11,Dealer_self,3444544464
10580014399,2025-07-11,Dealer_Hedging,7824867144
0,2025-07-14,Foreign_Dealer_Self,0
2388567371,2025-07-14,Dealer_self,9950611454
9479835756,2025-07-14,Dealer_Hedging,9653083769
8867250995,2025-07-14,Investment_Trust,9857610153
95554395495,2025-07-14,Foreign_Investor,98300157755
116290049617,2025-07-14,total,127761463131
0,2025-07-15,Foreign_Dealer_Self,0
3896683333,2025-07-15,Dealer_self,4603609024
14189158712,2025-07-15,Dealer_Hedging,10111027509
5519217793,2025-07-15,Investment_Trust,5969731557
114251108062,2025-07-15,Foreign_Investor,95698773715
137856167900,2025-07-15,total,116383141805
15964117594,2025-07-16,Investment_Trust,13432481053
18053225938,2025-07-16,Dealer_Hedging,10593353591
136924940946,2025-07-16,Foreign_Investor,123020485319
6200916305,2025-07-16,Dealer_self,5800225997
0,2025-07-16,Foreign_Dealer_Self,0
177143200783,2025-07-16,total,152846545960
122266113585,2025-07-17,Foreign_Investor,121774655234
155560382191,2025-07-17,total,145632142374
11939899831,2025-07-17,Investment_Trust,12814270195
0,2025-07-17,Foreign_Dealer_Self,0
16243343384,2025-07-17,Dealer_Hedging,8386005132
5111025391,2025-07-17,Dealer_self,2657211813
5256656316,2025-07-18,Dealer_self,3747600719
0,2025-07-18,Foreign_Dealer_Self,0
15955225177,2025-07-18,Dealer_Hedging,9947392416
12230521683,2025-07-18,Investment_Trust,8854528194
141274313480,2025-07-18,Foreign_Investor,110266763229
174716716656,2025-07-18,total,132816284558
129673613085,2025-07-21,total,126345032484
106091109741,2025-07-21,Foreign_Investor,101961464446
9722364591,2025-07-21,Investment_Trust,12609653174
11046187101,2025-07-21,Dealer_Hedging,9235734851
0,2025-07-21,Foreign_Dealer_Self,0
2813951652,2025-07-21,Dealer_self,2538180013
4284791893,2025-07-22,Dealer_self,4530084590
0,2025-07-22,Foreign_Dealer_Self,0
17109556679,2025-07-22,Dealer_Hedging,12567972857
13318593547,2025-07-22,Investment_Trust,15839616011
145020285184,2025-07-22,Foreign_Investor,134995798730
179733227303,2025-07-22,total,167933472188
154637250873,2025-07-23,total,136681487392
123378151446,2025-07-23,Foreign_Investor,114946462596
7468924368,2025-07-23,Investment_Trust,8661084852
0,2025-07-23,Foreign_Dealer_Self,0
9156226260,2025-07-23,Dealer_self,4302560147
14633948799,2025-07-23,Dealer_Hedging,8771379797
4036672718,2025-07-24,Dealer_self,2635805844
0,2025-07-24,Foreign_Dealer_Self,0
10392874627,2025-07-24,Dealer_Hedging,8481104091
6478978806,2025-07-24,Investment_Trust,7234440116
122222803205,2025-07-24,Foreign_Investor,112069957216
143131329356,2025-07-24,total,130421307267
10717303679,2025-07-25,Dealer_Hedging,8535555226
125012815006,2025-07-25,total,114533339079
102529626873,2025-07-25,Foreign_Investor,95168421631
0,2025-07-25,Foreign_Dealer_Self,0
3007103676,2025-07-25,Dealer_self,4101611965
8758780778,2025-07-25,Investment_Trust,6727750257
106988875510,2025-07-28,Foreign_Investor,102313484880
3468149004,2025-07-28,Dealer_self,2437621858
0,2025-07-28,Foreign_Dealer_Self,0
12578694193,2025-07-28,Dealer_Hedging,8284568640
10263654248,2025-07-28,Investment_Trust,6814870002
133299372955,2025-07-28,total,119850545380
121140414232,2025-07-29,Foreign_Investor,137673633543
156070241876,2025-07-29,total,162196780928
12670019227,2025-07-29,Investment_Trust,8832159871
0,2025-07-29,Foreign_Dealer_Self,0
5050254905,2025-07-29,Dealer_self,3653419165
17209553512,2025-07-29,Dealer_Hedging,12037568349
4793726681,2025-07-30,Dealer_self,3476899126
0,2025-07-30,Foreign_Dealer_Self,0
14833994796,2025-07-30,Dealer_Hedging,10777055233
7738218313,2025-07-30,Investment_Trust,6301013112
118926391095,2025-07-30,Foreign_Investor,104814187005
146292330885,2025-07-30,total,125369154476
9010987356,2025-07-31,Investment_Trust,8993161828
6791157240,2025-07-31,Dealer_self,3994661296
0,2025-07-31,Foreign_Dealer_Self,0
17131101610,2025-07-31,Dealer_Hedging,11528460155
153878480798,2025-07-31,Foreign_Investor,144489908990
186811727004,2025-07-31,total,169006192269
132685102928,2025-08-01,Foreign_Investor,139718341436
7475037546,2025-08-01,Investment_Trust,6674313287
159529998370,2025-08-01,total,165390638028
0,2025-08-01,Foreign_Dealer_Self,0
4675138744,2025-08-01,Dealer_self,3713545163
14694719152,2025-08-01,Dealer_Hedging,15284438142
139168987155,2025-08-04,total,135412729641
118075293850,2025-08-04,Foreign_Investor,106771659171
8896728257,2025-08-04,Investment_Trust,6591525469
0,2025-08-04,Foreign_Dealer_Self,0
2543279995,2025-08-04,Dealer_self,6278197418
9653685053,2025-08-04,Dealer_Hedging,15771347583
3623975880,2025-08-05,Dealer_self,4380849682
0,2025-08-05,Foreign_Dealer_Self,0
14143479202,2025-08-05,Dealer_Hedging,8861170336
9552204415,2025-08-05,Investment_Trust,5885366002
129855434027,2025-08-05,Foreign_Investor,118367653847
157175093524,2025-08-05,total,137495039867
3329344363,2025-08-06,Dealer_self,4295431682
0,2025-08-06,Foreign_Dealer_Self,0
9173866426,2025-08-06,Dealer_Hedging,10693924059
8496076537,2025-08-06,Investment_Trust,6687036292
113634081606,2025-08-06,Foreign_Investor,124454654067
134633368932,2025-08-06,total,146131046100
7340719605,2025-08-07,Investment_Trust,6224113427
17225800280,2025-08-07,Dealer_Hedging,12148683243
171678008052,2025-08-07,Foreign_Investor,128438523996
4983650225,2025-08-07,Dealer_self,4542116733
0,2025-08-07,Foreign_Dealer_Self,0
201228178162,2025-08-07,total,151353437399
136766499223,2025-08-08,Foreign_Investor,140022737409
160608182828,2025-08-08,total,164433730927
7687232539,2025-08-08,Investment_Trust,9549092167
12498246283,2025-08-08,Dealer_Hedging,11041543873
0,2025-08-08,Foreign_Dealer_Self,0
3656204783,2025-08-08,Dealer_self,3820357478
5698997041,2025-08-11,Dealer_self,3407839929
0,2025-08-11,Foreign_Dealer_Self,0
13756403041,2025-08-11,Dealer_Hedging,12473063410
10535341151,2025-08-11,Investment_Trust,10106444589
123708305856,2025-08-11,Foreign_Investor,127693808415
153699047089,2025-08-11,total,153681156343
158633127823,2025-08-12,total,163947205841
131675118393,2025-08-12,Foreign_Investor,137406224545
9547125375,2025-08-12,Investment_Trust,9608736220
12935460354,2025-08-12,Dealer_Hedging,12490867864
0,2025-08-12,Foreign_Dealer_Self,0
4475423701,2025-08-12,Dealer_self,4441377212
6515996403,2025-08-13,Dealer_self,6562574634
0,2025-08-13,Foreign_Dealer_Self,0
18070593322,2025-08-13,Dealer_Hedging,15146961029
9683106582,2025-08-13,Investment_Trust,11185506445
184723121441,2025-08-13,Foreign_Investor,177686541030
218992817748,2025-08-13,total,210581583138
186277803337,2025-08-14,total,188898812175
157845783328,2025-08-14,Foreign_Investor,162305892837
7952016969,2025-08-14,Investment_Trust,9997100678
0,2025-08-14,Foreign_Dealer_Self,0
5801826555,2025-08-14,Dealer_self,4351421843
14678176485,2025-08-14,Dealer_Hedging,12244396817
6349939884,2025-08-15,Dealer_self,4481953569
0,2025-08-15,Foreign_Dealer_Self,0
13283820013,2025-08-15,Dealer_Hedging,12576739657
6945324095,2025-08-15,Investment_Trust,10302183227
146884640095,2025-08-15,Foreign_Investor,141510793980
173463724087,2025-08-15,total,168871670433
13572149142,2025-08-18,Dealer_Hedging,14549924418
181886238105,2025-08-18,total,175507747053
151764583834,2025-08-18,Foreign_Investor,147125633741
0,2025-08-18,Foreign_Dealer_Self,0
5338920312,2025-08-18,Dealer_self,4353277070
11210584817,2025-08-18,Investment_Trust,9478911824
148108426785,2025-08-19,Foreign_Investor,159116092331
0,2025-08-19,Foreign_Dealer_Self,0
4429793600,2025-08-19,Dealer_self,6123532217
11219235177,2025-08-19,Dealer_Hedging,15634533419
8628468591,2025-08-19,Investment_Trust,10270882807
172385924153,2025-08-19,total,191145040774
169752648536,2025-08-20,Foreign_Investor,232421220469
209077413007,2025-08-20,total,278105550644
6520858548,2025-08-20,Investment_Trust,9255595214
22519054439,2025-08-20,Dealer_Hedging,28059250582
0,2025-08-20,Foreign_Dealer_Self,0
10284851484,2025-08-20,Dealer_self,8369484379
4455919157,2025-08-21,Dealer_self,3356688925
0,2025-08-21,Foreign_Dealer_Self,0
14074449883,2025-08-21,Dealer_Hedging,12767151522
10000225500,2025-08-21,Investment_Trust,8396169145
141597260341,2025-08-21,Foreign_Investor,151676170889
170127854881,2025-08-21,total,176196180481
132221948958,2025-08-22,total,150810472427
112904760366,2025-08-22,Foreign_Investor,129302754053
6001001194,2025-08-22,Investment_Trust,7164085833
0,2025-08-22,Foreign_Dealer_Self,0
2615748283,2025-08-22,Dealer_self,3189383622
10700439115,2025-08-22,Dealer_Hedging,11154248919
4576641724,2025-08-25,Dealer_self,3192037486
0,2025-08-25,Foreign_Dealer_Self,0
15136763152,2025-08-25,Dealer_Hedging,10787367464
8802192387,2025-08-25,Investment_Trust,5570586137
146520044567,2025-08-25,Foreign_Investor,122405252653
175035641830,2025-08-25,total,141955243740
226449298069,2025-08-26,Foreign_Investor,240957398933
250708717040,2025-08-26,total,264318218877
7019389469,2025-08-26,Investment_Trust,9444616297
12969653389,2025-08-26,Dealer_Hedging,9981120188
0,2025-08-26,Foreign_Dealer_Self,0
4270376113,2025-08-26,Dealer_self,3935083459
6347559119,2025-08-27,Dealer_self,3532299759
0,2025-08-27,Foreign_Dealer_Self,0
18365036433,2025-08-27,Dealer_Hedging,10115589410
5638915677,2025-08-27,Investment_Trust,7286507099
139443813547,2025-08-27,Foreign_Investor,141391384436
169795324776,2025-08-27,total,162325780704
157494972905,2025-08-28,total,171124426645
133386790013,2025-08-28,Foreign_Investor,142907321062
6064175950,2025-08-28,Investment_Trust,8824211642
13571141596,2025-08-28,Dealer_Hedging,14682912667
0,2025-08-28,Foreign_Dealer_Self,0
4472865346,2025-08-28,Dealer_self,4709981274
5422165421,2025-08-29,Dealer_self,4979000449
0,2025-08-29,Foreign_Dealer_Self,0
14796889021,2025-08-29,Dealer_Hedging,14906307501
7938739424,2025-08-29,Investment_Trust,8273848597
146452766819,2025-08-29,Foreign_Investor,155087769157
174610560685,2025-08-29,total,183246925704
181020765108,2025-09-01,total,202614622932
11406233619,2025-09-01,Investment_Trust,14466076406
150380109319,2025-09-01,Foreign_Investor,158047009615
0,2025-09-01,Foreign_Dealer_Self,0
4721212999,2025-09-01,Dealer_self,7472646876
14513209171,2025-09-01,Dealer_Hedging,22628890035
4170055075,2025-09-02,Dealer_self,5247603107
0,2025-09-02,Foreign_Dealer_Self,0
14922296217,2025-09-02,Dealer_Hedging,14431405290
7868517023,2025-09-02,Investment_Trust,13971200493
137930528990,2025-09-02,Foreign_Investor,130144289460
164891397305,2025-09-02,total,163794498350
149913234594,2025-09-03,total,139930364095
6838314912,2025-09-03,Investment_Trust,7476014737
126143916576,2025-09-03,Foreign_Investor,117944154540
0,2025-09-03,Foreign_Dealer_Self,0
3577206341,2025-09-03,Dealer_self,2982782066
13353796765,2025-09-03,Dealer_Hedging,11527412752
4846804237,2025-09-04,Dealer_self,5068300370
0,2025-09-04,Foreign_Dealer_Self,0
14850415158,2025-09-04,Dealer_Hedging,13257767703
6599860316,2025-09-04,Investment_Trust,8145313895
146420983028,2025-09-04,Foreign_Investor,134612846903
172718062739,2025-09-04,total,161084228871
173892069709,2025-09-05,total,140867258987
148732666847,2025-09-05,Foreign_Investor,120451549938
6958899870,2025-09-05,Investment_Trust,7392875478
13154079436,2025-09-05,Dealer_Hedging,9966813559
5046423556,2025-09-05,Dealer_self,3056020012
0,2025-09-05,Foreign_Dealer_Self,0
4391189521,2025-09-08,Dealer_self,4243166751
0,2025-09-08,Foreign_Dealer_Self,0
15465388075,2025-09-08,Dealer_Hedging,13015198585
5960733306,2025-09-08,Investment_Trust,7180859377
146233644681,2025-09-08,Foreign_Investor,131615119465
172050955583,2025-09-08,total,156054344178
215288960620,2025-09-09,total,176762066777
185461047499,2025-09-09,Foreign_Investor,149807352540
6212764700,2025-09-09,Investment_Trust,7994831931
18208802880,2025-09-09,Dealer_Hedging,12960235465
5406345541,2025-09-09,Dealer_self,5999646841
0,2025-09-09,Foreign_Dealer_Self,0
7410176167,2025-09-10,Dealer_self,6001641066
0,2025-09-10,Foreign_Dealer_Self,0
23468575154,2025-09-10,Dealer_Hedging,13423624955
6121870834,2025-09-10,Investment_Trust,8849256074
196817152317,2025-09-10,Foreign_Investor,147869208034
233817774472,2025-09-10,total,176143730129
250319631815,2025-09-11,total,221818340787
6121937472,2025-09-11,Investment_Trust,12393593973
214586290615,2025-09-11,Foreign_Investor,181586628884
0,2025-09-11,Foreign_Dealer_Self,0
5778826830,2025-09-11,Dealer_self,9072043841
23832576898,2025-09-11,Dealer_Hedging,18766074089
6303371417,2025-09-12,Dealer_self,5082962805
0,2025-09-12,Foreign_Dealer_Self,0
16913595824,2025-09-12,Dealer_Hedging,13192010743
4643778791,2025-09-12,Investment_Trust,10453850825
173785310222,2025-09-12,Foreign_Investor,147246810215
201646056254,2025-09-12,total,175975634588
160690999491,2025-09-15,total,165394836715
138267824909,2025-09-15,Foreign_Investor,135721576320
3729987381,2025-09-15,Investment_Trust,11976816473
14153700691,2025-09-15,Dealer_Hedging,12880250035
4539486510,2025-09-15,Dealer_self,4816193887
0,2025-09-15,Foreign_Dealer_Self,0
3452555441,2025-09-16,Dealer_self,5004421528
0,2025-09-16,Foreign_Dealer_Self,0
15028982230,2025-09-16,Dealer_Hedging,12375569840
11189637449,2025-09-16,Investment_Trust,15703428144
170110803690,2025-09-16,Foreign_Investor,143107272628
199781978810,2025-09-16,total,176190692140
183536739140,2025-09-17,total,195171398323
4989297557,2025-09-17,Investment_Trust,10303574836
158949127114,2025-09-17,Foreign_Investor,164683139172
0,2025-09-17,Foreign_Dealer_Self,0
4721162709,2025-09-17,Dealer_self,5355807690
14877151760,2025-09-17,Dealer_Hedging,14828876625
6975748946,2025-09-18,Dealer_self,3125173528
0,2025-09-18,Foreign_Dealer_Self,0
17247818362,2025-09-18,Dealer_Hedging,11035911169
6575147307,2025-09-18,Investment_Trust,11562942372
164917830748,2025-09-18,Foreign_Investor,152764110032
195716545363,2025-09-18,total,178488137101
297649206127,2025-09-19,total,309916863251
16150637773,2025-09-19,Investment_Trust,18087965578
255834137935,2025-09-19,Foreign_Investor,271579174378
0,2025-09-19,Foreign_Dealer_Self,0
5972014864,2025-09-19,Dealer_self,4625993727
19692415555,2025-09-19,Dealer_Hedging,15623729568
6901014040,2025-09-22,Dealer_self,3992117701
0,2025-09-22,Foreign_Dealer_Self,0
16843487192,2025-09-22,Dealer_Hedging,11988614719
6931709718,2025-09-22,Investment_Trust,12195826983
153604848339,2025-09-22,Foreign_Investor,160255656897
184281059289,2025-09-22,total,188432216300
178385961161,2025-09-23,Foreign_Investor,167747241954
5661788105,2025-09-23,Dealer_self,5102721528
0,2025-09-23,Foreign_Dealer_Self,0
19946168043,2025-09-23,Dealer_Hedging,17299726159
9241256797,2025-09-23,Investment_Trust,10810885361
213235174106,2025-09-23,total,200960575002
