stock_id,stock_name,industry_category,score_tech_ret_20d,score_tech_sma20_gap_pct,score_tech_sma60_gap_pct,score_tech_sma120_gap_pct,score_tech_rsi14,score_tech_vol_mult_20d,score_chip_chip_net5_sum,score_chip_chip_net20_sum,score_chip_foreign_ratio_5d_chg,score_chip_foreign_ratio_20d_chg,score_chip_margin_delta_5d_sum,score_chip_margin_delta_20d_sum,score_fund_revenue_yoy,score_fund_revenue_mom,score_fund_pe,score_fund_pb,score_risk_rolling_vol_20d_w,score_tech,score_chip,score_fund,score_risk,score_total
1313,聯成,塑膠工業,2.0,8.0,14.000000000000002,42.0,18.0,64.0,74.0,62.0,50.0,62.0,38.0,16.0,14.000000000000002,36.0,82.0,96.0,58.0,24.666666666666668,50.333333333333336,57.0,58.0,45.39999999999999
1316,上曜,建材營造,62.0,30.0,36.0,6.0,2.0,2.0,64.0,76.0,56.00000000000001,20.0,12.0,8.0,100.0,66.0,82.0,70.0,42.00000000000001,23.0,39.333333333333336,79.5,42.00000000000001,46.75
1414,東和,紡織纖維,50.0,42.0,32.0,14.000000000000002,90.0,56.00000000000001,36.0,48.0,63.0,46.0,34.0,22.0,12.0,30.0,2.0,65.0,88.0,47.333333333333336,41.5,27.25,88.0,43.625
1419,新紡,紡織纖維,22.0,26.0,6.0,8.0,12.0,30.0,22.0,46.0,66.0,60.0,52.0,54.0,40.0,100.0,48.0,77.0,70.0,17.333333333333332,50.0,66.25,70.0,47.075
1504,東元,電機機械,94.0,90.0,96.0,96.0,78.0,92.0,96.0,94.0,10.0,4.0,88.0,94.0,48.0,32.0,24.0,16.0,8.0,91.0,64.33333333333333,30.0,8.0,56.39999999999999
1560,中砂,電機機械,12.0,24.0,24.0,54.0,22.0,80.0,56.00000000000001,64.0,20.0,24.0,68.0,60.0,68.0,46.0,16.0,4.0,74.0,36.0,48.666666666666664,33.5,74.0,42.849999999999994
1603,華電,電器電纜,4.0,10.0,4.0,16.0,14.000000000000002,20.0,44.0,56.00000000000001,50.0,38.0,50.0,56.00000000000001,66.0,6.0,62.0,86.0,66.0,11.333333333333334,49.0,55.0,66.0,41.199999999999996
1605,華新,電器電纜,14.000000000000002,32.0,42.0,38.0,6.0,12.0,80.0,2.0,68.0,94.0,78.0,86.0,18.0,14.000000000000002,4.0,91.0,34.0,24.0,68.0,31.75,34.0,40.525
1721,三晃,化學工業,10.0,4.0,18.0,24.0,24.0,10.0,50.0,52.0,84.0,88.0,30.0,18.0,2.0,2.0,82.0,65.0,56.0,15.0,53.666666666666664,37.75,56.0,37.525
2023,燁輝,鋼鐵工業,20.0,18.0,12.0,4.0,80.0,66.0,70.0,70.0,79.0,68.0,26.0,20.0,56.00000000000001,80.0,82.0,88.0,98.0,33.333333333333336,55.5,76.5,98.0,59.39999999999999
2033,佳大,鋼鐵工業,78.0,62.0,68.0,48.0,30.0,82.0,30.0,30.0,70.0,80.0,60.0,64.0,28.000000000000004,4.0,14.0,58.0,36.0,61.333333333333336,55.666666666666664,26.0,36.0,46.49999999999999
2239,英利-KY,汽車工業,82.0,60.0,62.0,60.0,54.0,8.0,26.0,36.0,82.0,72.0,62.0,68.0,30.0,16.0,82.0,98.0,43.99999999999999,54.333333333333336,57.666666666666664,56.5,43.99999999999999,54.949999999999996
2241,艾姆勒,汽車工業,56.00000000000001,64.0,56.00000000000001,52.0,36.0,48.0,34.0,42.0,63.0,64.0,76.0,46.0,26.0,68.0,82.0,32.0,48.0,52.0,54.166666666666664,52.0,48.0,52.25
2301,光寶科,電子工業,88.88888888888889,77.77777777777779,77.77777777777779,77.77777777777779,88.88888888888889,44.44444444444444,11.11111111111111,11.11111111111111,77.77777777777779,66.66666666666666,11.11111111111111,88.88888888888889,88.88888888888889,100.0,22.222222222222214,0.0,33.33333333333334,75.92592592592592,44.444444444444436,52.77777777777777,33.33333333333334,55.27777777777777
2317,鴻海,其他電子業,32.0,46.0,66.0,74.0,72.0,46.0,32.0,98.0,22.0,8.0,94.0,78.0,60.0,50.0,46.0,38.0,84.0,56.0,55.333333333333336,48.5,84.0,56.35
2331,精英,電子工業,44.44444444444444,33.33333333333333,44.44444444444444,44.44444444444444,44.44444444444444,77.77777777777779,44.44444444444444,55.55555555555556,66.66666666666666,77.77777777777779,55.55555555555556,66.66666666666666,66.66666666666666,77.77777777777779,11.111111111111114,77.77777777777777,55.55555555555556,48.148148148148145,61.11111111111111,58.333333333333336,55.55555555555556,55.83333333333333
2344,華邦電,半導體業,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,25.0,12.5,87.5,100.0,50.0,75.0,68.75,62.5,50.0,91.66666666666667,70.83333333333333,64.0625,50.0,72.96875
2356,英業達,電子工業,33.33333333333333,22.22222222222222,22.22222222222222,11.11111111111111,77.77777777777779,22.22222222222222,88.88888888888889,88.88888888888889,55.55555555555556,55.55555555555556,33.33333333333333,22.22222222222222,33.33333333333333,88.88888888888889,44.44444444444444,33.33333333333334,88.88888888888889,31.481481481481485,57.4074074074074,50.0,88.88888888888889,50.55555555555556
2375,凱美,電子工業,100.0,100.0,88.88888888888889,66.66666666666666,100.0,88.88888888888889,22.22222222222222,33.33333333333333,88.88888888888889,88.88888888888889,100.0,77.77777777777779,22.22222222222222,55.55555555555556,33.33333333333334,88.88888888888889,22.222222222222214,90.74074074074075,68.51851851851852,50.0,22.222222222222214,65.0
2431,聯昌,電子工業,66.66666666666666,66.66666666666666,55.55555555555556,55.55555555555556,33.33333333333333,100.0,33.33333333333333,22.22222222222222,100.0,100.0,44.44444444444444,44.44444444444444,11.11111111111111,11.11111111111111,88.88888888888889,66.66666666666667,44.44444444444444,62.962962962962955,57.40740740740741,44.44444444444444,44.44444444444444,53.888888888888886
2492,華新科,電子零組件業,92.0,92.0,80.0,78.0,86.0,98.0,18.0,22.0,90.0,84.0,92.0,82.0,44.0,52.0,28.0,72.0,16.0,87.66666666666667,64.66666666666667,49.0,16.0,62.00000000000001
2753,八方雲集,觀光餐旅,30.0,14.000000000000002,28.000000000000004,32.0,20.0,14.000000000000002,40.0,54.0,44.0,26.0,54.0,52.0,57.99999999999999,64.0,36.0,10.0,78.0,23.0,45.0,42.0,78.0,40.8
2812,台中銀,金融保險,38.0,38.0,22.0,34.0,62.0,44.0,84.0,82.0,40.0,50.0,32.0,32.0,64.0,78.0,54.0,58.0,90.0,39.666666666666664,53.333333333333336,63.5,90.0,55.95
2832,台產,金融保險,48.0,48.0,50.0,40.0,96.0,42.0,57.99999999999999,66.0,50.0,44.0,48.0,40.0,62.0,44.0,58.0,80.0,94.0,54.0,51.0,61.0,94.0,59.199999999999996
2855,統一證,金融保險,57.99999999999999,40.0,48.0,26.0,84.0,36.0,72.0,72.0,54.0,42.0,28.000000000000004,14.000000000000002,98.0,98.0,40.0,82.0,92.0,48.666666666666664,47.0,79.5,92.0,61.75
2885,元大金,金融保險,44.0,22.0,34.0,28.000000000000004,74.0,54.0,2.0,86.0,76.0,48.0,16.0,24.0,90.0,84.0,56.0,62.0,96.0,42.666666666666664,42.0,73.0,96.0,56.9
3006,晶豪科,半導體業,50.0,50.0,50.0,50.0,12.5,62.5,12.5,12.5,87.5,100.0,62.5,62.5,37.5,50.0,68.75,37.5,12.5,45.833333333333336,56.25,48.4375,12.5,46.40625
3026,禾伸堂,電子零組件業,68.0,68.0,64.0,57.99999999999999,76.0,78.0,14.000000000000002,28.000000000000004,88.0,53.0,82.0,74.0,34.0,48.0,52.0,52.0,62.0,68.66666666666667,56.5,46.5,62.0,57.7
3036,文曄,電子工業,55.55555555555556,44.44444444444444,33.33333333333333,33.33333333333333,11.11111111111111,66.66666666666666,55.55555555555556,77.77777777777779,44.44444444444444,33.33333333333333,66.66666666666666,55.55555555555556,44.44444444444444,66.66666666666666,77.77777777777777,44.44444444444444,66.66666666666667,40.74074074074073,55.55555555555554,58.33333333333333,66.66666666666667,53.05555555555554
3037,欣興,電子零組件業,18.0,57.99999999999999,57.99999999999999,76.0,70.0,16.0,94.0,90.0,14.000000000000002,10.0,56.99999999999999,4.0,52.0,56.00000000000001,6.0,24.0,32.0,49.333333333333336,44.833333333333336,34.5,32.0,41.800000000000004
3138,耀登,通信網路業,54.0,74.0,60.0,66.0,88.0,94.0,38.0,40.0,38.0,56.99999999999999,72.0,62.0,42.0,57.99999999999999,12.0,22.0,40.0,72.66666666666667,51.166666666666664,33.5,40.0,51.199999999999996
3149,正達,光電業,40.0,54.0,78.0,72.0,28.000000000000004,40.0,62.0,24.0,32.0,70.0,86.0,92.0,6.0,24.0,82.0,12.0,26.0,52.0,61.0,31.0,26.0,45.8
3231,緯創,電子工業,11.11111111111111,11.11111111111111,11.11111111111111,22.22222222222222,66.66666666666666,33.33333333333333,100.0,100.0,33.33333333333333,22.22222222222222,77.77777777777779,11.11111111111111,100.0,22.22222222222222,55.55555555555556,22.222222222222214,77.77777777777777,25.925925925925924,57.4074074074074,50.0,77.77777777777777,47.77777777777777
3380,明泰,通信網路業,70.0,82.0,72.0,68.0,68.0,100.0,16.0,10.0,86.0,92.0,66.0,66.0,72.0,54.0,82.0,42.00000000000001,30.0,76.66666666666667,56.0,62.5,30.0,61.55
3419,譁裕,通信網路業,66.0,72.0,54.0,36.0,82.0,96.0,28.000000000000004,34.0,72.0,75.0,18.0,26.0,92.0,22.0,82.0,48.0,50.0,67.66666666666667,42.166666666666664,61.0,50.0,56.25
3450,聯鈞,半導體業,62.5,75.0,62.5,62.5,87.5,87.5,62.5,62.5,12.5,25.0,75.0,75.0,25.0,37.5,12.5,12.5,62.5,72.91666666666667,52.083333333333336,21.875,62.5,50.3125
3686,達能,半導體業,37.5,37.5,37.5,37.5,50.0,75.0,37.5,25.0,75.0,87.5,50.0,25.0,100.0,25.0,68.75,50.0,25.0,45.833333333333336,50.0,60.9375,25.0,49.53125
3711,日月光投控,半導體業,25.0,12.5,25.0,25.0,25.0,12.5,75.0,75.0,50.0,75.0,12.5,50.0,75.0,87.5,37.5,25.0,75.0,20.833333333333332,56.25,56.25,75.0,47.5
4536,拓凱,運動休閒,16.0,16.0,16.0,12.0,4.0,24.0,46.0,44.0,36.0,40.0,42.0,44.0,24.0,26.0,64.0,43.99999999999999,86.0,14.666666666666666,42.0,39.5,86.0,37.45
4722,國精化,化學工業,76.0,88.0,100.0,100.0,42.0,76.0,6.0,8.0,100.0,100.0,96.0,88.0,10.0,28.000000000000004,8.0,6.0,0.0,80.33333333333333,66.33333333333333,13.0,0.0,47.9
4755,三福化,化學工業,24.0,12.0,38.0,50.0,26.0,6.0,42.0,38.0,46.0,66.0,44.0,34.0,16.0,88.0,22.0,18.0,76.0,26.0,45.0,36.0,76.0,39.7
5469,瀚宇博,電子工業,77.77777777777779,88.88888888888889,100.0,100.0,55.55555555555556,11.11111111111111,66.66666666666666,44.44444444444444,11.11111111111111,44.44444444444444,88.88888888888889,100.0,77.77777777777779,33.33333333333333,66.66666666666667,55.55555555555556,11.111111111111114,72.22222222222221,59.25925925925926,58.33333333333333,11.111111111111114,58.05555555555556
6116,彩晶,光電業,42.0,56.00000000000001,46.0,44.0,38.0,68.0,76.0,74.0,60.0,56.99999999999999,2.0,10.0,88.0,34.0,82.0,94.0,52.0,49.0,46.5,74.5,52.0,56.2
6515,穎崴,半導體業,87.5,62.5,87.5,87.5,37.5,25.0,25.0,37.5,100.0,37.5,37.5,37.5,12.5,12.5,25.0,0.0,0.0,64.58333333333333,45.833333333333336,12.5,0.0,36.875
6719,力智,半導體業,12.5,25.0,12.5,12.5,62.5,37.5,50.0,50.0,62.5,62.5,25.0,12.5,87.5,100.0,0.0,75.0,87.5,27.083333333333332,43.75,65.625,87.5,49.6875
6768,志強-KY,運動休閒,6.0,6.0,2.0,2.0,16.0,18.0,66.0,16.0,24.0,86.0,46.0,50.0,4.0,10.0,60.0,58.0,72.0,8.333333333333334,48.0,33.0,72.0,34.0
6770,力積電,半導體業,75.0,87.5,75.0,75.0,75.0,100.0,87.5,87.5,37.5,50.0,100.0,87.5,62.5,62.5,68.75,87.5,37.5,81.25,75.0,70.3125,37.5,71.71875
8046,南電,電子工業,22.22222222222222,55.55555555555556,66.66666666666666,88.88888888888889,22.22222222222222,55.55555555555556,77.77777777777779,66.66666666666666,22.22222222222222,11.11111111111111,22.22222222222222,33.33333333333333,55.55555555555556,44.44444444444444,0.0,11.111111111111114,0.0,51.85185185185185,38.88888888888889,27.77777777777778,0.0,35.55555555555556
8105,凌巨,光電業,8.0,20.0,8.0,18.0,10.0,86.0,48.0,26.0,57.99999999999999,82.0,74.0,42.0,46.0,96.0,82.0,91.0,60.0,25.0,55.0,78.75,60.0,53.625
9955,佳龍,綠能環保,26.0,2.0,20.0,10.0,8.0,4.0,54.0,50.0,26.0,36.0,22.0,57.99999999999999,86.0,82.0,82.0,20.0,68.0,11.666666666666666,41.0,67.5,68.0,42.849999999999994
